gene	X101	X102	X103	X105	X106
MAP2K7	65.14975655	50.68460259	46.5186221	49.09645282	62.58790039
MAP3K1	55.21536347	48.56985864	92.44734959	51.28442668	56.29975319
MAP3K10	11.71663319	6.71618629	6.850171624	8.629400696	10.83114442
MAP3K11	83.05662612	78.33550243	80.05616748	90.39799159	65.62894219
MAP3K12	12.76812296	13.5556727	9.524291603	14.23086947	16.4687952
MAP3K13	4.977401699	4.806728336	4.949509037	4.34401875	4.886881322
MAP3K14	27.37241005	23.591569	20.94870011	18.99022051	23.48000281
MAP3K15	0.383790829	0.351909179	0.583866524	0.182953058	0.419135373
MAP3K19	0.072847684	0.17050238	0.145091613	0.094240244	0.050794506
MAP3K2	125.8325225	148.1903976	222.210677	102.8940538	124.5780836
MAP3K3	130.060966	95.68188001	129.4015316	116.5744866	117.3337718
MAP3K4	12.24955727	10.22018006	10.84237656	9.940459673	13.07794549
MAP3K5	33.07565701	30.23331041	32.20135224	35.70539533	26.09937415
MAP3K6	3.218092066	4.378445083	3.372975861	6.369693602	4.622158188
MAP3K7	33.58075207	33.84399599	35.10341887	34.34490851	42.14791365
MAP3K7CL	86.89419895	75.29907502	336.9858229	95.85297908	132.9681829
MAP3K8	64.63818649	68.50425273	48.35840062	43.15475652	47.46212153
MAP3K9	4.656024518	3.617142353	3.778732356	1.951117731	3.851988531
MAP4	22.34321035	19.70646383	13.66126214	16.92966211	18.7367644
MAP4K1	50.8382654	44.77626468	35.99738548	48.0519332	63.57893344
MAP4K2	30.44540804	38.24724549	38.56725755	36.34342292	44.68709274
MAP4K3	5.712187596	4.06567507	3.963057277	3.727365688	4.166773466
MAP4K4	74.96019281	81.39897509	105.3472421	86.23637981	76.54600169
MAP4K5	16.90515401	17.19066081	14.18441468	17.41146138	18.41086488
MAP6	0.080185061	0.022021862	0.022862258	0.120260522	0.103209574
MAP6D1	5.671315487	3.714484169	2.56189478	3.888154913	3.846083651
MAP7	1.80062335	3.691168968	2.891747997	1.134196854	1.444335218
MAP7D1	90.66724556	75.40332024	75.77043633	73.0778419	78.07288493
MAP7D2	0.558403531	0.014418941	0.55653034	0.337212076	0.008548982
MAP7D3	4.10203992	3.998120098	3.927970651	5.047157464	4.913290104
MAP9	2.239496641	2.720213555	2.659918225	2.089700156	3.495013173
MAPK1	344.6844843	279.9824863	354.0042813	282.1273085	323.9416661
MAPK10	0.064473571	0.441067271	0.152394867	0.646434841	0.17909994
MAPK11	5.401867217	8.295789128	2.967073908	7.004157775	7.670399797
MAPK12	0.896296358	0.810405182	1.056222459	1.627264524	2.110808631
MAPK13	90.57140065	116.4338496	142.3535383	140.3562018	131.3765498
MAPK14	205.4382292	186.231734	269.461194	292.0066798	237.0921743
MAPK15	0.328263248	0.16376694	0.084695163	0.096588259	0.233328018
MAPK1IP1L	115.0797333	100.1464042	73.78225161	91.53993292	98.4713541
MAPK3	63.48310083	69.53057564	91.06242363	82.90387069	83.25820621
MAPK4	0	0	0	0	0
MAPK6	11.29006499	10.68394959	8.361264289	9.683818325	9.944982196
MAPK7	16.30865408	10.06871695	5.139506998	10.37109976	11.76953282
MAPK8	32.06035982	32.09242175	30.11349637	19.43700305	24.11209451
MAPK8IP1	2.271158291	1.029260145	0.693889107	0.843963285	1.156543173
MAPK8IP2	0.136765537	0.400110646	0.218853601	0.329422927	0.31719668
MAPK8IP3	59.767133	55.31415088	48.880777	54.8306021	65.81966046
MAPK9	35.55681965	29.97553167	22.09660064	27.14926669	30.53154036
MAPKAP1	34.41333864	26.99981014	35.19663494	39.11715834	44.30385655
MAPKAPK2	141.2496381	118.4596478	117.3062657	131.5754697	141.875696
MAPKAPK3	124.4889807	106.6066594	106.149593	122.3722546	104.5014049
MAPKAPK5	16.6887929	14.92778879	12.25963902	13.45985886	17.1482611
MAPKBP1	12.10834937	10.39754676	8.081239262	8.985270651	10.05081696
MAPRE1	166.6757966	161.0010265	152.746025	147.7763664	146.0215075
MAPRE2	133.58737	98.32238559	84.75110231	91.51398159	103.6613659
MAPRE3	9.837396258	6.702094531	11.92205248	7.676160122	9.645729332
MAPT	0.523395243	0.503453724	0.417116621	0.359451155	0.615211269
1-Mar	21.09732218	24.49793565	48.61948985	57.36348667	29.83148722
2-Mar	0.738595572	0.248844051	0.434615335	0.724448766	1.258922468
1-Mar	44.85179157	22.17414958	43.13644445	38.25527708	29.12590347
10-Mar	0.121760988	0.071831142	0	0.097492436	0.124068392
11-Mar	0	0	0	0	0
2-Mar	65.36353522	90.20850278	104.74316	126.1014102	92.46327538
3-Mar	5.443640463	4.028690605	6.030215994	4.291655079	6.765847172
4-Mar	0.045027138	0.111842437	0	0	0.045793815
5-Mar	36.38928186	38.37322037	49.7799832	41.90313412	37.50296294
6-Mar	70.72356899	88.29214408	89.88482541	72.09369053	95.94117901
7-Mar	82.86267547	88.46420535	109.9876744	69.17955791	71.43070149
8-Mar	77.6470463	71.23347796	77.69665678	62.60938156	61.27104816
9-Mar	26.0106731	18.54494926	19.11070684	22.05595742	31.18960203
MARCKS	143.5436787	376.1301902	266.5194845	170.8958022	130.6817566
MARCKSL1	82.90301559	98.07450119	78.29299413	51.27631782	58.96169731
MARCO	8.944948124	6.168187141	9.116586066	21.07868778	4.438656153
MARK1	0.024864017	0	0.060283211	0.024454004	0.116655488
MARK2	76.14674197	75.80819793	89.99651238	74.89561189	76.96163467
MARK3	50.17004213	55.07378349	44.65393547	51.43912663	47.10285934
MARK4	21.23601453	16.00852444	11.71103266	15.09157862	17.3577104
MARS	51.21134628	58.72726749	62.64110616	69.59030391	73.04639621
MARS2	5.093591543	5.020856803	3.559800862	3.597879771	5.255716433
MARVELD1	16.16546092	8.588965259	13.603808	21.35951437	14.91509108
MARVELD2	0.110616217	0.105836865	0.132730188	0	0.072623807
MARVELD3	0.232826879	0.354980948	0.157073238	0.176445591	0.236538515
MAS1	0	0	0	0	0
MASP1	0.048989353	0	0	0	0.049780269
MASP2	4.162169032	4.944225631	7.461677355	7.691707872	8.906779744
MAST1	0.154096925	0.154131858	0.035769217	0.135242483	0.07526418
MAST2	6.959950484	4.009874038	3.60565189	3.68144872	3.792514513
MAST3	92.0017253	84.93944853	96.67361276	72.72403402	95.40618472
MAST4	3.415540325	3.730746081	3.585238087	3.234390861	5.158793229
MASTL	4.811686747	5.099796568	6.593571208	9.205379177	6.923077392
MAT1A	0	0	0	0	0
MAT2A	222.7044237	146.6039578	69.83777023	75.08004513	90.68289788
MAT2B	157.0717989	155.0569565	140.3077838	150.5641025	171.4002969
MATK	68.7591988	55.32384895	32.64059295	48.32258412	72.73743028
MATN1	0.884840908	0.515517085	0.311611096	0.283733181	0.089244125
MATN2	0.385572677	0.437706523	0.723708164	0.312085409	0.438236599
MATN3	0	0	0	0	0.044901683
MATN4	0.046731616	0	0	0	0
MATR3	97.61356673	90.96258534	81.90375564	87.70460977	105.533575
MAU2	73.81828859	91.67886414	86.36099409	81.72149397	94.3144975
MAVS	118.7478672	111.6249907	103.5530736	98.40399245	120.7364195
MAX	271.6085529	406.6397639	399.3667825	395.5170692	401.1521796
MAZ	126.0764355	104.2527716	93.86831848	104.724017	125.544678
MB	0	0	0	0	0
MB21D1	15.03516713	12.54437081	11.47930642	10.15259209	9.717138005
MB21D2	1.550810597	2.399035133	1.599718316	1.089957557	1.232121502
MBD1	57.9475311	61.16044965	47.06046622	52.78064275	59.14879107
MBD2	104.7300957	80.30985731	94.7243718	104.4272721	101.0716622
MBD3	63.99597262	48.71957216	38.59990126	60.22459419	64.64959581
MBD3L1	0	0	0	0	0
MBD3L2	0	0	0	0	0
MBD3L3	0	0	0	0	0
MBD3L5	0	0	0	0	0
MBD4	33.89768801	30.62587817	41.97461885	39.42618327	46.80332854
MBD5	3.943029203	4.380219946	3.146449426	2.816603078	3.319258769
MBD6	62.30019694	60.92954386	79.08165731	52.52885399	63.18069296
MBIP	6.630125551	7.725781469	6.251515799	7.353433403	9.311570054
MBL2	0	0	0	0	0
MBLAC1	1.883971612	2.328494694	1.261083006	1.930500308	1.265131913
MBLAC2	11.5224922	10.0552533	6.456037048	7.766483115	9.468473064
MBNL1	505.3232502	486.2556219	421.7163618	369.8848457	445.5873601
MBNL2	36.30680866	28.93252704	26.15221083	22.50104638	33.96633094
MBNL3	82.37508575	78.73758519	60.19623606	49.30672511	70.91100935
MBOAT1	43.4770545	36.14470066	38.34801531	42.16905401	45.02513217
MBOAT2	22.10324194	29.47322938	41.52411938	31.51184726	30.10894434
MBOAT4	1.213993025	1.764830081	1.336776649	1.152084347	1.953142005
MBOAT7	284.4403136	314.4980883	408.2462382	300.663364	283.5159719
MBP	458.2723022	469.0653279	524.6489068	400.7147827	429.2417434
MBTD1	29.19387236	32.1438655	36.07241131	25.78183759	33.17175377
MBTPS1	37.71616525	34.45152349	32.22036002	33.72242396	38.74061296
MBTPS2	4.425776831	5.395152965	3.596350864	4.374109366	5.138718243
MC1R	11.11598534	26.61928952	6.036721889	14.14549526	9.65566397
MC2R	0	0	0	0	0
MC3R	0	0	0	0	0
MC4R	0	0	0	0	0
MC5R	0	0	0	0	0
MCAM	1.355337596	0.678929068	1.183418823	0.547544923	0.887798319
MCAT	4.335675506	3.689309586	3.086251904	4.153909255	4.797287205
MCC	6.081159086	5.110289225	7.042897948	3.48940528	2.676432285
MCCC1	10.58933965	10.50690296	9.386493905	9.935162182	11.54565616
MCCC2	17.5352388	18.9277134	16.60744999	19.99315292	21.93548863
MCCD1	0	0	0	0	0
MCEE	6.799659577	8.286303693	6.506283502	10.00937335	11.22366073
MCEMP1	26.77805225	17.58744109	40.11232516	52.6153908	35.3971814
MCF2	1.220490773	0.465115254	0.702036638	0.754217929	0.769323332
MCF2L	1.247338512	1.774893	1.282975368	1.569809273	2.713777328
MCF2L2	0.414183322	0.443529631	0.092950824	0.361635162	0.554034107
MCFD2	96.66834896	87.96148804	89.25606331	83.97853609	93.11049256
MCHR1	0.079338766	0.20470445	0	0.200819605	0.466044419
MCHR2	0	0	0	0	0
MCIDAS	0	0	0	0	0
MCL1	1792.631907	2084.782993	2182.260947	1683.917994	1543.594859
MCM10	0.20278235	0.41066819	0.227755838	0.644175189	0.723691615
MCM2	3.354222302	4.930133805	2.983537777	5.440169649	6.371900944
MCM3	20.52898071	19.22499133	15.13382205	20.84899429	25.71718854
MCM3AP	27.04518426	26.02725361	21.73354315	22.53381647	26.55081121
MCM4	4.97514455	5.81075509	3.807770707	6.578394736	6.084494347
MCM5	27.26945187	21.66175567	17.60522229	26.26557545	28.7895026
MCM6	9.828992452	13.23649434	7.359084218	11.68345539	11.67569466
MCM7	41.00803482	44.29804682	37.45118375	42.64113052	52.94543572
MCM8	5.569145379	4.868730388	4.358013159	3.535320799	6.436948716
MCM9	12.34019538	9.645937606	8.002862141	6.526847648	7.17366145
MCMBP	46.79960449	42.89862831	60.32940224	61.27264214	52.75483424
MCMDC2	0.418326051	0.483500424	0.45170448	0.78506498	0.775828072
MCOLN1	24.33467073	28.7749615	16.57263968	17.54799993	14.15292373
MCOLN2	22.16183062	24.45484213	13.08377267	19.51504451	17.60456709
MCOLN3	0.444606734	0.410399645	1.09299829	0.67451478	1.01568433
MCPH1	9.769231433	7.989035081	5.215169512	6.595522682	6.491306157
MCRS1	39.91794278	38.44813792	30.29039153	42.14541892	44.89358634
MCTP1	16.44084815	15.00615849	17.40724548	14.94545848	10.26555831
MCTP2	67.11986708	62.03983274	82.96469535	87.09645215	65.90272696
MCTS1	66.44339875	76.67002692	80.74591721	94.37995842	112.7413819
MCU	25.36350171	21.44605714	25.87153475	23.32154843	22.84517391
MCUR1	15.00931683	18.32190188	24.19097613	19.22939343	18.60482516
MDC1	0.00522735	0	0.064959024	0.024062103	0.096323722
MDFI	0	0	0	0	0
MDFIC	73.82289434	69.17205369	63.80561719	67.35314108	92.35982371
MDGA1	17.70357235	7.916710509	0.315341628	14.19095069	9.402671803
MDGA2	0	0	0	0	0
MDH1	36.00545437	36.8940037	29.26078534	40.47089207	44.72793348
MDH1B	0.041863656	0	0	0.041065539	0.042616364
MDH2	54.16325044	51.89613622	50.83335735	69.92726607	69.54119624
MDK	11.69666552	10.44614532	7.519729088	7.671210136	6.076491083
MDM1	15.40871125	15.81361606	13.59111562	13.75930216	15.44563188
MDM2	98.80316282	103.8134676	114.0653798	95.6056916	89.7780164
MDM4	161.7504429	190.4430869	182.6873247	216.2018236	238.3266376
MDN1	9.086905607	9.779520126	10.05632475	7.02716702	9.445992884
MDP1	1.505203668	3.186464647	2.197953656	2.158151841	2.745071645
MDS2	1.385756167	2.511725795	4.867916346	3.242902488	6.584884492
ME1	0.742508473	1.117626938	1.041570458	0.872403022	0.428592427
ME2	42.41599374	42.57049683	51.21781397	48.033045	47.11070404
ME3	3.548816698	3.498993463	1.650916429	4.937796437	5.005479005
MEA1	25.66168627	29.047704	28.33372201	36.66210424	36.78956762
MEAF6	78.03293388	80.99883703	71.40175865	75.1230392	89.22392318
MECOM	0.146962959	0.088381102	0.090708248	0.058350284	0.030249129
MECP2	117.4265499	109.288272	120.889868	86.65688712	108.4096958
MECR	4.007503228	4.920704095	2.655622574	5.010918235	5.604005438
MED1	21.45621389	21.91732341	20.11699474	13.36045488	15.88997181
MED10	52.17217675	48.35637879	45.84914635	53.3038637	63.94570734
MED11	31.2657397	33.10275299	33.42929926	44.09705413	46.26779764
MED12	28.29645593	28.23291031	32.34472371	23.97691703	29.09455488
MED12L	0.91370486	1.252046844	1.421203155	0.971304582	0.781802232
MED13	32.7159298	32.58942998	32.25851419	19.19818183	20.7120979
MED13L	54.27252509	53.58578966	69.63416342	37.01018099	38.0914929
MED14	15.65773631	13.68655363	15.17787766	12.58878952	13.17801185
MED15	114.5280757	96.55502628	61.66102845	84.74468444	105.5667859
MED16	26.59265067	22.89740933	19.38255232	30.28143936	27.80470944
MED17	20.47414165	19.83482111	17.02874395	14.89932315	18.42300033
MED18	21.21496909	19.00405914	22.37512294	25.90813719	25.47807666
MED19	11.36065574	9.180467381	8.71866812	11.24768849	12.18764771
MED20	15.88244196	20.79544514	15.13431479	19.51519054	21.65738767
MED21	58.71643516	57.06739436	45.28093364	24.31660969	42.45109675
MED22	71.62174462	70.71574116	83.93978653	74.5498417	89.99210519
MED23	19.76376811	18.84826059	21.74372896	20.59827881	24.08490634
MED24	20.18434757	18.45385389	13.7349145	18.77805511	21.23189787
MED25	42.2017935	42.78824495	57.73300243	44.91832794	47.61447907
MED26	9.735231412	7.975559188	7.29791676	7.302586845	8.915820059
MED27	12.08636862	10.86406254	8.057773895	14.40905623	13.69421124
MED28	55.00181732	91.22202499	63.80455388	71.65538265	71.00200277
MED29	88.95894446	83.53429381	62.25514574	80.14723387	86.46911344
MED30	29.70773814	30.01231122	24.10794035	20.59912824	26.82097033
MED31	7.826468562	6.288157008	8.983155644	9.367833947	13.46298788
MED4	22.47418736	26.17691299	21.02377562	26.18828181	27.1909892
MED6	31.88718718	35.08874778	21.10685961	24.24548406	28.20926234
MED7	13.0354857	11.82592262	10.55885708	14.7553261	15.44889501
MED8	26.23111334	26.82002181	23.59992796	30.6552238	30.64592772
MED9	15.87176213	16.341889	9.263535809	14.20055285	14.61578323
MEDAG	0.054968326	0.06936877	0.071659299	0.167206284	0.114575599
MEF2A	64.77391383	52.75147195	66.38639627	76.54646644	64.17429977
MEF2B	0.221111322	0.501173694	0.19567182	0.844090061	0.874997742
MEF2C	45.58801826	51.3019225	45.08488181	44.46301952	40.28678041
MEF2D	168.0966765	126.0646367	91.54704334	69.09601409	84.23099629
MEFV	151.4449573	185.4202808	176.1583186	143.2519586	117.2389529
MEGF10	0.032909929	0	0	0	0
MEGF11	1.188845296	0.930776276	1.249569829	0.616186573	0.817041107
MEGF6	17.68149535	26.65275475	16.04784316	19.26240515	22.77912553
MEGF8	3.700353477	3.231263124	1.814532664	3.246269176	3.845054144
MEGF9	195.8715263	159.5265089	347.7473352	214.1900514	189.7748264
MEI1	7.371615849	8.023393099	4.491853137	6.083833643	7.443808776
MEI4	0	0	0	0	0.053991424
MEIG1	0.393312556	0.785624243	0.521686245	0.385263045	1.09395771
MEIOB	0.046754047	0	0.059845317	0	0.047532536
MEIS1	3.993797523	5.116684907	5.272838327	10.35170141	5.809644449
MEIS2	0.54544222	0.326562618	0.878808282	0.260721377	0.411960004
MEIS3	0.12180351	0.365022758	0	0.256443675	0.159020995
MELK	0.75230622	0.73970233	0.465567438	1.064449728	0.868394158
MEMO1	51.21220164	43.02202675	39.58727604	48.78164831	49.92306305
MEN1	24.23566456	21.56781293	18.68919261	20.20795419	26.59615892
MEOX1	1.362696722	1.647044161	1.865697027	2.393167535	4.572431672
MEOX2	0	0	0	0	0
MEP1A	0.042686228	0.024700382	0.025653923	0.041806523	0
MEP1B	0.064431633	0	0	0	0
MEPCE	47.0805677	38.16612444	32.96155056	33.79394469	33.65496321
MEPE	0	0	0	0	0
MERTK	1.72689091	0.679671019	0.761937861	2.694020771	1.73851699
MESDC1	44.39986332	36.63903824	28.584149	34.91381252	35.75385389
MESDC2	48.06265451	43.77110275	32.20625773	45.27584576	46.60289021
MESP1	0.191074527	0.160380246	0.24455795	0.368743386	0.131745479
MESP2	0.062286566	0	0.153319986	0	0
MEST	2.120724094	2.761254297	2.399988428	2.422008407	2.404721278
MET	0.075446783	0	0.02424002	0.044223479	0.10823056
METAP1	37.66871868	31.39404988	30.75295201	31.72003763	40.10644021
METAP1D	1.947733156	3.460125151	2.660491089	2.567863965	4.301410864
METAP2	24.33841029	25.46488329	21.97685513	27.23944461	29.31968784
METRN	5.307375702	5.20151033	3.222856658	5.154479776	5.76747987
METRNL	106.9884966	81.93732119	44.0920259	60.15260871	53.87925925
METTL1	2.318482968	2.682379452	1.900425759	3.153227914	2.982904272
METTL11B	0	0	0	0	0
METTL12	5.175629607	4.526122641	3.307842449	4.04605851	4.262768996
METTL13	14.09955095	12.69487584	10.00039866	12.46064543	16.06337856
METTL14	15.73564689	20.26782935	9.487595867	15.66910219	17.42308647
METTL15	13.32376017	13.54202826	10.6431401	8.677412129	12.79706868
METTL16	20.40999858	19.15766613	15.79125274	17.74688613	21.31206358
METTL17	15.46884816	17.53407726	14.14309922	19.69284896	23.2602432
METTL18	5.047866612	7.433995893	4.402868808	6.3691623	7.630001246
METTL21A	100.6011175	91.67476784	99.13352769	104.3229106	96.14262723
METTL21C	0	0	0.918476034	0.343479984	0.539743707
METTL22	11.78352474	13.66269497	11.40178488	12.29125623	12.83363306
METTL23	39.76040874	38.43309127	31.75688727	45.69610199	52.57531354
METTL24	0.325652582	0.220567341	0.408686184	0.183546913	0.258905384
METTL25	5.120991028	3.131704011	3.248527587	3.518092947	3.808982708
METTL2A	4.906154277	5.001189888	4.900698393	5.516603671	7.106740709
METTL2B	9.037590425	11.60257849	11.02946157	8.578463999	10.80214469
METTL3	31.88503796	31.06020547	26.66879575	36.43986963	42.71055616
METTL4	15.47024801	24.44161076	15.71054148	18.1849186	20.49157944
METTL5	11.02625157	10.61083188	9.125543643	12.03149476	15.29812864
METTL6	10.1999842	11.17565739	8.846163448	11.70832079	10.71613835
METTL7A	112.9554952	59.18786546	83.9771792	122.0554377	96.54882563
METTL7B	0.038184908	0.526875666	0	3.209434788	0.122163465
METTL8	15.6653916	11.60872838	9.739811231	12.64395066	17.4400092
METTL9	108.238475	96.48791482	148.0916404	154.4689784	127.5524489
MEX3A	0.10570781	0	0.043172322	0.031947969	0.070338295
MEX3B	0.963784808	1.223074782	1.161486492	0.501411968	0.711415983
MEX3C	49.43387859	36.85321596	30.12839202	27.53145146	42.2391191
MEX3D	2.113392837	1.514329673	1.888590332	1.27234823	2.15141504
MFAP1	18.89463848	16.56200553	13.4090793	13.45174252	13.38567298
MFAP2	0	0	0.290122371	0.237121716	0.243192033
MFAP3	31.89823741	37.08391386	35.33096429	25.46987967	33.6438823
MFAP3L	7.637115329	9.998497095	28.31044171	22.26571416	18.25227801
MFAP4	2.708587591	1.16127228	1.11256899	0.816851189	1.482575583
MFAP5	0.167539815	0.25745794	0.914242684	0	0
MFF	34.29812776	31.76615575	35.00020626	41.38836661	47.57763707
MFGE8	8.687395462	10.45574683	6.810028281	5.467804964	12.50367916
MFHAS1	9.911130771	9.01699205	9.81591497	9.533283679	13.49645898
MFN1	20.82044114	23.67107521	20.17595318	20.67599433	25.36918791
MFN2	59.12123905	58.22474332	76.20914658	79.36505394	63.08454905
MFNG	131.4690692	106.1819148	112.8879991	116.833285	149.4177823
MFSD1	61.33264277	66.06338051	78.02188953	78.16379569	54.63088522
MFSD10	53.68136348	47.72229312	39.18441818	56.64636338	72.92083484
MFSD11	20.61241068	17.57077044	14.70060147	17.74460434	17.41647237
MFSD12	31.54032952	25.37471755	20.18724795	29.44968846	30.31772276
MFSD2A	5.646802821	2.844991785	2.923272538	2.922937667	2.236135496
MFSD2B	0.660348706	2.664815108	2.147619566	2.647887969	0.917055567
MFSD3	4.006137439	3.441118044	2.101170293	7.339434251	5.769464295
MFSD5	14.1272261	12.81654026	11.32468562	12.22173503	11.62152039
MFSD6	24.99753857	22.92697742	14.05121929	17.4438731	19.47580843
MFSD6L	2.023832577	1.539540839	3.192788313	1.203509184	0.656370544
MFSD7	10.03183904	8.928130856	7.155624427	15.40295801	8.08657662
MFSD8	16.18815921	19.47171684	20.47311581	24.50535578	31.9465765
MFSD9	8.952074476	7.676792718	6.298777209	6.6741253	8.220613281
MGA	14.13599571	12.71450742	13.19473053	7.29120418	10.2074876
MGAM	38.89895237	30.8620484	82.57511774	43.27650347	47.60043574
MGARP	0.394243745	0.052168806	0.239951864	0.24403136	0.327887782
MGAT1	200.0750886	169.7828177	123.1775674	169.3491408	162.5327295
MGAT2	32.08374351	33.58516356	22.10615887	27.99306395	30.84780286
MGAT3	1.807721721	2.718582373	2.871689035	3.66005947	4.811351887
MGAT4A	145.2712412	137.2065523	139.3605553	89.52602704	140.5340466
MGAT4B	43.36647741	51.24331107	41.48227932	51.12469862	44.40321487
MGAT4C	0	0	0	0	0
MGAT4D	0	0	0	0	0
MGAT5	42.53600376	40.118428	43.39479549	33.59037057	43.57285411
MGAT5B	0.027970743	0.034158087	0.035142328	0	0.104273911
MGEA5	179.9473828	240.3091565	260.4012606	247.7550643	257.921095
MGLL	15.39639513	37.11792506	30.31237627	16.55839952	9.514856068
MGME1	20.30915739	24.99496188	23.29588508	24.58855145	21.60794337
MGMT	14.44677516	12.73273874	10.50878359	15.82799372	18.9114295
MGP	0.52384374	0.492215527	0.997877643	0.265148902	0.532610972
MGRN1	80.91900096	86.53692217	88.57266663	90.62781795	111.2482185
MGST1	10.7569517	9.114618833	10.38231777	23.84179092	18.26853436
MGST2	14.30336905	9.055434964	18.70575891	30.20733804	29.21724627
MGST3	25.83810576	25.72760221	24.95126634	48.08121892	44.43911046
MIA	0.442231008	0.531745966	1.271714839	0.263465685	0.448374529
MIA2	0.029772958	0	0	0	0
MIA3	2.38627346	2.714192562	2.300554315	2.380195872	2.399592446
MIA-RAB4B	0	0	0	0	0
MIB1	29.76042891	20.90729388	33.183868	18.14846459	24.85362345
MIB2	56.83014801	46.55376108	21.7425849	44.31126708	59.87541923
MICA	7.299573083	1.124128556	4.450066848	7.38914378	1.754111947
MICAL1	90.76855262	97.83404646	100.9886191	129.1155119	123.243808
MICAL2	47.65212638	47.72051445	60.24066286	29.97649015	34.60748465
MICAL3	4.520683657	3.798376365	5.571827995	6.574584965	7.711776543
MICALCL	5.40028534	4.427476609	6.469607699	2.348028683	2.425838958
MICALL1	13.83329172	12.57174047	7.518726602	11.45296562	12.46495107
MICALL2	1.273346862	1.119163609	0.977335439	1.904428312	1.643325177
MICB	3.333609114	3.574168564	2.221549594	2.725870012	1.588179188
MICU1	38.02043157	36.09996649	39.78097578	41.75245254	32.03203076
MICU2	33.72418487	36.02451242	33.306088	37.57060863	43.73204927
MICU3	0.817634025	0.906873969	1.146138414	1.216642661	1.962749549
MID1	0	0.159044274	0.077057445	0.089315329	0.127296544
MID1IP1	192.5207294	174.2370005	192.0662865	145.7610198	134.2724172
MID2	2.294841461	2.952604666	2.61240862	2.123002592	3.418172913
MIDN	318.0459884	270.7244502	158.9021317	124.7972619	128.8510583
MIEF1	29.01335286	28.25305004	25.55258134	29.2581856	31.79080431
MIEF2	4.428473146	4.932931046	4.107856746	5.956335856	5.888461454
MIEN1	73.84937407	74.78289143	69.81261724	88.66650534	97.70855573
MIER1	62.69068274	90.38379476	90.6899714	54.44717665	60.82710635
MIER2	12.59010324	8.241126982	5.5569272	11.41377534	9.90318155
MIER3	14.79053312	15.90119932	14.48311193	10.95762996	15.06761528
MIF4GD	8.314724174	5.920387522	5.536434394	11.14478598	13.33031055
MIIP	35.14983526	31.81605365	31.31160498	64.3118065	52.46362782
MILR1	3.118037867	3.651464623	3.839500124	13.29147232	4.314732039
MINK1	51.54623455	49.39871225	49.32224897	47.28598284	63.06749371
MINOS1	53.90824596	56.05410636	55.10617981	70.30847267	70.14416378
MINPP1	5.983750694	6.294713066	3.89466562	6.187906605	5.992182131
MIOS	9.442336494	9.616253187	8.924417019	8.90055308	11.5030685
MIOX	0.673565895	0.207953116	0.292717774	0.539945588	0.874750928
MIP	0	0	0	0.493833303	0.211931699
MIPEP	2.778564324	2.548609162	1.234809594	2.099871897	2.654773955
MIPOL1	0.063222467	0	0.080105198	0	0
MIS12	38.69733676	32.88171937	27.13808831	32.25936308	44.66685227
MIS18A	4.357915546	4.21330525	3.424515622	5.796934095	4.891046296
MIS18BP1	22.94615769	17.29030532	24.6202412	15.26421427	18.21740575
MISP	0	0	0	0	0
MITD1	32.17925042	36.22443572	29.95907964	40.13689811	44.92750307
MITF	2.997976734	2.002791905	2.788684321	4.723323353	2.153824216
MIXL1	0.346892299	0.139209258	0.143973038	0.569700377	0.765878343
MKI67	1.960575421	2.801807826	1.103015351	2.227720364	2.65677456
MKKS	11.81859071	12.02960531	16.7702872	16.54185809	17.02032865
MKL1	46.05684971	42.87996564	41.12320172	46.6128495	40.02997072
MKL2	4.729237107	4.127751815	6.045050461	3.466562248	4.69356149
MKLN1	63.54926306	76.80913961	83.54113417	54.2878627	58.94171005
MKNK1	58.1257089	55.36002364	59.28200192	77.66863668	86.00235182
MKNK2	316.458807	289.2261922	316.0069887	204.4023583	259.6108775
MKRN1	157.5670223	172.0094418	227.6651499	179.5809592	173.4280095
MKRN2	26.09359862	26.43129033	22.15759676	25.58702159	29.19495232
MKRN2OS	1.098409087	0.930257629	2.322477326	1.531320638	3.08490779
MKRN3	0.488947409	0.272589331	0.083533924	0.097392151	0.218422679
MKS1	3.937005259	4.749565065	3.902398165	4.704801099	5.870420187
MKX	0	0.06784975	0.210715485	0.159991785	0.05526386
MLANA	17.00760008	11.47262072	12.06119336	6.818833996	9.536579206
MLC1	68.29053804	25.38814328	13.39414958	39.94484026	31.56713303
MLEC	127.8833438	117.0435031	108.6436035	113.0868025	117.410773
MLF1	1.228863572	0.793646892	0.493050141	1.053371089	1.618170891
MLF2	121.6448458	145.5946311	127.1996001	133.3407877	135.2976808
MLH1	14.17826609	12.94728722	10.62115578	13.04113777	15.23356684
MLH3	7.715398309	10.14022505	9.342939039	9.54223871	9.651945579
MLIP	0	0	0	0	0
MLKL	68.3856574	95.47728703	92.61923732	116.9017967	93.23327859
MLLT1	55.07400565	38.84404983	46.46229654	46.44000107	56.29708508
MLLT10	20.15254884	18.49638795	15.66952863	14.97173585	18.33714477
MLLT11	26.42790692	15.30262257	12.9088581	16.98019613	30.70232973
MLLT3	12.5726903	16.77856686	13.16920735	10.58473998	13.03890791
MLLT6	216.1775715	212.2319348	144.973806	182.9121514	232.3658191
MLN	0.17556127	0	0	0	0
MLNR	0.107753003	0.134179304	0.070517065	0.105824518	0
MLPH	0	0	0	0	0
